"filename", "language", "MS SQL", "HTML", "Java", "comment", "blank", "total"
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectMapper.java", "Java", 0, 0, 2, 0, 2, 4
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\project\service\ProjectService.java", "Java", 0, 0, 39, -8, 7, 38
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\entity\Role.java", "Java", 0, 0, 53, 0, 15, 68
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\repository\AppUserRepository.java", "Java", 0, 0, 1, 0, 1, 2
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\java\com\glassgang\pmworkflow\user\service\UserService.java", "Java", 0, 0, 9, 0, 1, 10
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V10__estimate_item_type_tax_rate_and_customer_display.sql", "MS SQL", 77, 0, 0, 0, 8, 85
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V11__estimate_customer_notes_on_items_and_costs.sql", "MS SQL", 4, 0, 0, 0, 1, 5
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V12__estimate_construction_type.sql", "MS SQL", 4, 0, 0, 0, 0, 4
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V13__cost_rate_belongs_to_cost_element.sql", "MS SQL", 64, 0, 0, 3, 9, 76
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V14__create_estimate_audit_log.sql", "MS SQL", 23, 0, 0, 0, 11, 34
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V15__create_businesspartner_module.sql", "MS SQL", 461, 0, 0, 0, 78, 539
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V16__add_price_display_mode.sql", "MS SQL", 2, 0, 0, 0, 0, 2
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V17__add_tax_rate_to_bid.sql", "MS SQL", 8, 0, 0, 0, 2, 10
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V18__add_job_address_to_bid.sql", "MS SQL", 7, 0, 0, 0, 0, 7
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V19__add_default_tax_rate_snapshot_to_bid_revision.sql", "MS SQL", 13, 0, 0, 0, 1, 14
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V20__create_estimate_pdf_template.sql", "MS SQL", 17, 0, 0, 0, 5, 22
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V21__estimate_pdf_template_designer_foundation.sql", "MS SQL", 24, 0, 0, 0, 9, 33
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\db\migration\V22__create_company_profile.sql", "MS SQL", 65, 0, 0, 0, 11, 76
"c:\Users\vlad\IdeaProjects\PMWorkflowTool\src\main\resources\templates\estimate\pdf\default-estimate-template.html", "HTML", 0, 74, 0, 0, 17, 91
"Total", "-", 769, 74, 6442, -16, 2057, 9326
